,symbol,CARD,DISC,HACK,INSD,PHYS,PORT,STAT,UNKN,IS_EFFECTIVE,MATERIAL_WEAKNESS,SIG_DEFICIENCY,IC_IS_EFFECTIVE,AUDIT_FEES,NON_AUDIT_FEES,TAX_FEES,AUDIT_RELATED_FEES,OTHER_FEES
2282,RHT,0,0,0,0,0,0,0,0,12,0,0,24,15464.18,3225.315,1230.564,1246.143,748.608
2283,RIBT,0,0,0,0,0,0,0,0,0,2,0,2,863,197,118,79,0
2284,RICE,0,0,0,0,0,0,0,0,1,0,0,2,1694,20,20,0,0
2285,RICK,0,0,0,0,0,0,0,0,6,0,0,12,1682,646,515,131,0
2286,RIG,0,0,0,0,0,0,0,0,9,0,1,18,64406.81,8178.887,4691.831,3244.58,242.466
2287,RIGL,0,0,0,0,0,0,0,0,12,0,0,24,8220,40,40,0,0
2288,RJF,0,0,0,0,0,0,0,0,11,0,0,22,27547.87,5478.308,1921.191,3045.418,511.7
2289,RKUS,0,0,0,0,0,0,0,0,3,0,0,6,3847.28,69.163,0,25.998,43.165
2290,RL,0,0,0,0,0,0,0,0,10,2,8,22,42661.83,25283.59,18916.204,6367.383,0
2291,RLGY,0,0,0,0,0,0,0,0,5,0,0,12,24100,2200,300,1400,500
2292,RLH,0,0,0,0,0,0,0,0,10,0,1,20,5397.3,1972.341,1435.841,536.5,0
2293,RLI,0,0,0,0,0,0,0,0,11,0,0,24,10082.84,127.897,0,90.912,36.985
2294,RLJ,0,0,0,0,0,0,0,0,4,0,0,8,5478.85,1342.662,1180.9,161.762,0
2295,RLOC,0,0,0,0,0,0,0,0,4,0,0,8,4419.92,155.61,3.28,51.9,100.43
2296,RLOG,0,0,0,0,0,0,0,0,4,0,0,8,1806.684,387.948,387.948,0,0
2297,RLYP,0,0,0,0,0,0,0,0,1,0,1,2,1183.71,36.621,34.636,0,1.985
2298,RMBS,0,0,0,0,0,0,0,0,10,2,4,22,24210.79,1426.183,579.36,809.629,37.194
2299,RMD,0,0,0,0,0,0,0,0,11,0,0,22,20504.92,44.7,1.7,0,43
2300,RMTI,0,0,0,0,0,0,0,0,6,2,0,14,1510.389,497.99,401.443,76.347,20.2
2301,RNET,0,0,0,0,0,0,0,0,4,0,3,10,6280,3300.03,3081.03,189,30
2302,RNG,0,0,0,0,0,0,0,0,1,0,0,2,1743.02,0,0,0,0
2303,RNR,0,0,0,0,0,0,0,0,12,0,0,24,40172.38,4203.058,355.56,3847.501,0
2304,RNST,0,0,0,0,0,0,0,0,12,0,0,24,7048.836,351.009,27,318.676,5.333
2305,RNWK,0,0,0,0,0,0,0,0,11,1,0,23,19461.17,211.933,193.933,18,0
2306,ROCK,0,0,0,0,0,0,0,0,12,0,5,24,17723.115,1756.543,699.417,1042.034,15.092
2307,ROG,0,0,0,0,0,0,0,0,9,3,3,22,20172.36,3735.33,3044.255,691.075,0
2308,ROIAK,0,0,0,0,0,0,0,0,7,0,1,14,8640.75,266.575,75.175,191.4,0
2309,ROK,0,0,0,0,0,0,0,0,11,0,8,22,59250,4141,291,3640,140
2310,ROLL,0,0,0,0,0,0,0,0,10,0,0,20,7671.013,257.13,222.15,34.98,0
2311,ROP,0,0,0,0,0,0,0,0,12,0,9,24,45635,13798,7115,6599,84
2312,ROVI,0,0,0,0,0,0,0,0,8,0,0,16,15546.06,2064.826,645.894,1341.115,77.817
2313,RP,0,0,0,0,0,0,0,0,5,0,1,10,6789.62,656.535,76.474,574.522,5.539
2314,RPM,0,0,0,0,0,0,0,0,11,0,0,22,51997,12858,11886,972,0
2315,RPRX,0,0,0,0,0,0,0,0,8,0,0,16,2016.171,173.025,173.025,0,0
2316,RPT,0,0,0,0,0,0,0,0,11,1,0,23,6046.907,673.451,346.733,326.718,0
2317,RPTP,0,0,0,0,0,0,0,0,7,1,1,15,3113.363,1181.171,645.327,535.844,0
2318,RPXC,0,0,0,0,0,0,0,0,4,0,0,8,5543.39,741.257,720.104,0,21.153
2319,RRC,0,0,0,0,0,0,0,0,12,0,0,24,16137.997,461.626,407.807,25.818,28.001
2320,RRD,0,0,0,0,0,0,0,0,12,0,0,24,112696.98,8959.489,1759.055,7200.433,0
2321,RRGB,0,0,0,0,0,0,0,0,10,1,2,23,7762.87,588.587,187.472,330.915,70.2
2322,RRMS,0,0,0,0,0,0,0,0,4,0,1,8,2296.368,8.871,0,8.871,0
2323,RRTS,0,0,0,0,0,0,0,0,5,0,5,10,3806.567,3597.875,1552.282,2045.597,0
2324,RS,0,0,0,0,0,0,0,0,12,0,0,24,31410.55,4925,4281,644,0
2325,RSE,0,0,0,0,0,0,0,0,4,0,0,8,2503.5,110,0,110,0
2326,RSO,0,0,0,0,0,0,0,0,9,0,0,18,6428,726.5,329.5,381,16
2327,RSPP,0,0,0,0,0,0,0,0,1,0,0,2,668.144,0,0,0,0
2328,RST,0,0,0,0,0,0,0,0,6,0,0,12,7945.621,504.736,266.261,185.436,53.039
2329,RSTI,0,0,0,0,0,0,0,0,11,0,0,22,12744.528,2842.894,1789.328,894.212,159.354
2330,RSYS,0,0,0,0,0,0,0,0,12,1,1,24,9507.931,1041.011,772.933,263.128,4.95
2331,RT,0,0,0,0,0,0,0,0,11,0,0,22,8082.767,752.366,295,457.366,0
2332,RTEC,0,0,0,0,0,0,0,0,11,1,0,23,10321.232,773.935,187.075,519.039,67.821
2333,RTIX,0,0,0,0,0,0,0,0,12,0,2,24,9728.393,2015.524,1655.552,0,359.972
2334,RTK,0,0,0,0,0,0,0,0,8,5,3,23,20590.271,4847.675,3443.845,1403.83,0
2335,RTN,0,0,0,0,0,0,0,0,12,0,1,24,145100,20400,14400,5300,700
2336,RTRX,0,0,0,0,0,0,0,0,1,0,1,2,816,257,257,0,0
2337,RUTH,0,0,0,0,0,0,0,0,9,1,0,19,5506.64,1353.804,956.113,358.674,39.017
2338,RVSB,0,0,0,0,0,0,0,0,8,0,0,16,2028.399,114.191,13.766,21.511,78.914
2339,RWT,0,0,0,0,0,0,0,0,11,1,0,23,18150.88,1351.572,1049.397,302.175,0
2340,RXN,0,0,0,0,0,0,0,0,4,0,0,8,6793,3203.5,1391,1812.5,0
2341,RYAM,0,0,0,0,0,0,0,0,2,0,0,4,3614.7,422.787,416.792,0,5.995
2342,RYI,0,0,0,0,0,0,0,0,1,0,0,2,4362,689.363,687.368,1.995,0
2343,RYN,0,0,0,0,0,0,0,0,13,2,3,28,19984.551,11396.269,5816.362,5566.859,13.055
2344,SAAS,0,0,0,0,0,0,0,0,8,4,3,20,4932,1789,1230,523,36
2345,SABR,0,0,0,0,0,0,0,0,1,0,1,2,5854,1129,179,948,2
2346,SAFM,0,0,0,0,0,0,0,0,11,0,0,22,7867.566,850.974,748.669,102.305,0
2347,SAFT,0,0,0,0,0,0,0,0,12,0,0,24,9859.095,1099.995,657.225,401.725,41.045
2348,SAH,0,0,0,0,0,0,0,0,10,2,1,22,24141.52,2851.128,795.608,1856.704,198.816
2349,SALE,0,0,0,0,0,0,0,0,2,0,0,4,1965.4,176.6,176.6,0,0
2350,SALM,0,0,0,0,0,0,0,0,7,0,1,14,3805.181,199.279,12.523,186.756,0
2351,SALT,0,0,0,0,0,0,0,0,2,0,0,4,470,187.832,0,187.832,0
2352,SAM,0,0,0,0,0,0,0,0,12,0,0,24,6253.702,1984.691,1745.93,233.761,5
2353,SANM,0,0,0,0,0,0,0,0,10,1,0,21,61693.22,7621.983,6681.179,928.797,12
2354,SASR,0,0,0,0,0,0,0,0,12,0,0,24,4940.892,780.415,394.098,291.317,95
2355,SATS,0,0,0,0,0,0,0,0,9,0,2,18,16615.446,8742.711,7359.665,1383.041,0
2356,SAVE,0,0,0,0,0,0,0,0,4,0,1,8,3976,116,108,0,8
2357,SBAC,0,0,0,0,0,0,0,0,11,1,0,23,21310.6,3811.268,2068.933,1721,21.335
2358,SBCF,0,0,0,0,0,0,0,0,10,2,2,22,7135.7,1016.78,201.5,554.38,260.9
2359,SBGI,0,0,0,0,0,0,0,0,12,0,3,24,21037.37,6683.924,5658.683,949.536,75.705
2360,SBH,0,0,0,0,0,0,0,0,9,0,0,18,19694.41,6857.617,5601.83,1255.784,0
2361,SBLK,0,0,0,0,0,0,0,0,8,1,1,17,5969,196,0,196,0
2362,SBRA,0,0,0,0,0,0,0,0,5,0,0,10,3700.338,1713.423,1553.18,160.243,0
2363,SBSA,0,0,0,0,0,0,0,0,4,0,0,8,3670,2160,1772,88,300
2364,SBSI,0,0,0,0,0,0,0,0,11,2,2,23,6494.537,1517.798,973.19,356.024,188.584
2365,SC,0,0,0,0,0,0,0,0,1,1,0,3,6669.6,3075.79,0,3075.79,0
2366,SCAI,0,0,0,0,0,0,0,0,1,0,1,2,2751.87,265.414,137.664,127.75,0
2367,SCCO,0,0,0,0,0,0,0,0,11,1,1,23,13436.46,15154.245,2055.824,7031.599,6066.822
2368,SCG,0,0,0,0,0,0,0,0,12,0,0,24,28753.13,1782.1,297.005,1485.095,0
2369,SCHL,0,0,0,0,0,0,0,0,12,0,0,23,43057.58,8855.691,6296.116,2130.575,429
2370,SCHN,0,0,0,0,0,0,0,0,12,0,3,23,21696.45,2471.068,1480.791,963.214,27.063
2371,SCHW,0,0,0,0,0,0,0,0,12,0,0,24,67000,22500,1400,21100,0
2372,SCI,0,0,0,0,0,0,0,0,8,5,3,21,73828.42,14369.901,6674.271,7652.68,42.945
2373,SCL,0,0,0,0,0,0,0,0,12,0,0,24,12848.9,3145.2,2918.4,122.6,104.2
2374,SCLN,0,0,0,0,0,0,0,0,8,4,2,20,13449.338,594.6,280,203.6,111
2375,SCMP,0,0,0,0,0,0,0,0,9,0,2,18,9071.309,1319.561,812.749,406.512,100.3
2376,SCON,0,0,0,0,0,0,0,0,2,0,0,4,1150.541,224.757,0,216.193,8.564
2377,SCS,0,0,0,0,0,0,0,0,12,0,0,24,22767,7311,6147,1164,0
2378,SCSC,0,0,0,0,0,0,0,0,12,1,2,23,15244.459,3487.544,1728.765,749.17,1009.609
2379,SCSS,0,0,0,0,0,0,0,0,11,0,1,22,5033.345,1025.572,928.247,84.225,0
2380,SCTY,0,0,0,0,0,0,0,0,2,1,2,5,11994.73,3048.43,0,2247.088,801.35
2381,SCVL,0,0,0,0,0,0,0,0,13,0,2,26,5900.95,501.086,101.985,280.162,118.939
2382,SCX,0,0,0,0,0,0,0,0,8,6,3,16,13226.81,1170.589,831.889,326.7,12
2383,SDLP,0,0,0,0,0,0,0,0,3,0,0,6,3051.344,15,15,0,0
2384,SDR,0,0,0,0,0,0,0,0,3,0,3,6,765,1087,1087,0,0
2385,SDT,0,0,0,0,0,0,0,0,4,0,0,8,1015.729,1460.391,1460.391,0,0
2386,SE,0,0,0,0,0,0,0,0,9,0,1,18,66700,13300,5100,7200,1000
2387,SEAS,0,0,0,0,0,0,0,0,2,0,0,4,3241.28,792.732,484.928,307.804,0
2388,SEED,0,0,0,0,0,0,0,0,6,3,2,15,4050,455,0,455,0
2389,SEIC,0,0,0,0,0,0,0,0,12,0,0,24,33706.33,10914.321,4040.199,6030.01,844.105
2390,SEM,0,0,0,0,0,0,0,0,6,0,2,12,9487.06,2257.492,413.241,564.588,1279.663
2391,SENEA,0,0,0,0,0,0,0,0,11,1,5,23,7690.671,156.64,20,136.64,0
2392,SEP,0,0,0,0,0,0,0,0,9,0,1,18,16600,7100,0,7100,0
2393,SF,0,0,0,0,0,0,0,0,13,0,0,26,24062.016,4971.961,1296.067,3290.243,385.649
2394,SFE,0,0,0,0,0,0,0,0,10,2,1,22,13706.717,2600.03,2339.304,243.476,17.25
2395,SFLY,0,0,0,0,0,0,0,0,10,2,3,22,17772.46,1237.201,651.735,305.48,279.986
2396,SFNC,0,0,0,0,0,0,0,0,12,0,2,24,5608.159,1602.269,459.548,1142.721,0
2397,SFST,0,0,0,0,0,0,0,0,1,0,0,2,171.9,36.02,12.6,0,23.42
2398,SFUN,0,0,0,0,0,0,0,0,5,0,2,10,5033,1579,178,418,983
2399,SGC,0,0,0,0,0,0,0,0,5,0,0,10,1934.607,42.86,36.518,0,6.342
2400,SGEN,0,0,0,0,0,0,0,0,12,0,0,24,6245.397,350.818,179.184,121.234,50.4
2401,SGI,0,0,0,0,0,0,0,0,7,2,2,16,17480,2012,1228,584,200
2402,SGMO,0,0,0,0,0,0,0,0,12,0,0,24,7160.56,756.599,479.866,276.733,0
2403,SGMS,0,0,0,0,0,0,0,0,10,2,4,22,30937.36,27173.85,11810.735,5948.007,9415.115
2404,SGNT,0,0,0,0,0,0,0,0,4,0,3,8,5651,242.8,32,26,184.8
2405,SGU,0,0,0,0,0,0,0,0,11,3,5,25,22461,6576,6302,274,0
2406,SGY,0,0,0,0,0,0,0,0,10,1,1,23,7413.515,1090.696,877.679,213.017,0
2407,SGYP,0,0,0,0,0,0,0,0,4,2,0,10,1700.959,332.264,174.464,157.8,0
2408,SHBI,0,0,0,0,0,0,0,0,12,0,0,24,1913.683,330.814,174.228,156.586,0
2409,SHEN,0,0,0,0,0,0,0,0,11,1,3,23,6670,730.621,232.221,498.4,0
2410,SHIP,0,0,0,0,0,0,0,0,4,0,2,8,3975.368,175.234,151.885,0,23.349
2411,SHLM,0,0,0,0,0,0,0,0,12,0,7,24,37213.02,15952.27,13346.18,2606.1,0
2412,SHLO,0,0,0,0,0,0,0,0,3,1,1,7,4056.595,1567.387,1310.677,256.71,0
2413,SHO,0,0,0,0,0,0,0,0,11,0,0,22,10512.773,1001.964,411.99,553.084,36.89
2414,SHOO,0,0,0,0,0,0,0,0,12,0,3,24,7443.983,2808.013,1500.698,504,803.315
2415,SHOR,0,0,0,0,0,0,0,0,9,0,2,17,9792,2723.5,2200.5,523,0
2416,SHOS,0,0,0,0,0,0,0,0,3,0,0,6,3242.3,160.094,113.858,46.236,0
2417,SHW,0,0,0,0,0,0,0,0,12,0,0,24,29059.4,3981.712,2017.025,1946.987,17.7
2418,SIFI,0,0,0,0,0,0,0,0,5,0,0,10,1190.412,461.784,219.625,167.429,74.73
2419,SIG,0,0,0,0,0,0,0,0,10,0,1,20,17571.912,7015.74,1500,4929.781,585.956
2420,SIGI,0,0,0,0,0,0,0,0,12,0,0,24,15423.8,2675.872,11.357,2139.6,524.915
2421,SIGM,0,0,0,0,0,0,0,0,9,3,1,21,11796.262,1782.13,1194.13,588,0
2422,SILC,0,0,0,0,0,0,0,0,6,0,0,12,691,272.5,160.5,112,0
2423,SIMO,0,0,0,0,0,0,0,0,9,0,2,18,5725.395,1110.335,1060.335,0,50
2424,SINA,0,0,0,0,0,0,0,0,12,0,0,24,21435.198,2378.572,270.578,2033.324,74.664
2425,SIR,0,0,0,0,0,0,0,0,2,0,0,4,2373.16,39.036,38.5,0,0.536
2426,SIRI,0,0,0,0,0,0,0,0,12,0,0,24,19893.192,1912.355,185.787,1447.831,278.737
2427,SIVB,0,0,0,0,0,0,0,0,14,1,3,24,51909.72,12323.136,5203.056,5193.834,1926.245
2428,SJI,0,0,0,0,0,0,0,0,11,1,1,23,16317.501,1892.039,999.379,549.66,0
2429,SJM,0,0,0,0,0,0,0,0,11,0,2,22,25320.1,16811.5,14902.5,1909,0
2430,SJT,0,0,0,0,0,0,0,0,12,0,12,24,929.95,70.55,70.55,0,0
2431,SJW,0,0,0,0,0,0,0,0,12,0,0,24,8078.47,313.894,155.094,158.8,0
2432,SKT,0,0,0,0,0,0,0,0,12,0,0,24,6974.862,4429.836,3602.947,784.979,41.91
2433,SKUL,0,0,0,0,0,0,0,0,3,1,0,7,3471.672,680.718,658.029,0,22.689
2434,SKX,0,0,0,0,0,0,0,0,13,0,0,26,19772,5171,4115,726,330
2435,SKYW,0,0,0,0,0,0,0,0,12,0,2,24,10295.161,253.833,110.118,143.715,0
2436,SLAB,0,0,0,0,0,0,0,0,12,0,0,24,13056.187,673.788,461.129,177.854,34.805
2437,SLB,0,0,0,0,0,0,0,0,12,0,0,24,172937,37296,16983,12735,7578
2438,SLCA,0,0,0,0,0,0,0,0,3,0,0,6,1974.653,235.799,0,235.799,0
2439,SLG,0,0,0,0,0,0,0,0,13,0,1,25,35656.94,1444.18,196,1233.03,15.15
2440,SLGN,0,0,0,0,0,0,0,0,12,0,2,24,37900,5800,2300,3500,0
2441,SLM,0,0,0,0,0,0,0,0,12,0,2,24,53418.22,36731.456,4940.612,31760.85,30
2442,SLRC,0,0,0,0,0,0,0,0,5,0,0,10,2572,1473.5,939.5,534,0
2443,SM,0,0,0,0,0,0,0,0,12,0,1,24,7941.485,277.147,137.17,139.977,0
2444,SMBC,0,0,0,0,0,0,0,0,2,0,0,4,227.5,135.4,0,135.4,0
2445,SMCI,0,0,0,0,0,0,0,0,9,2,3,20,16160,0,0,0,0
2446,SMED,0,0,0,0,0,0,0,0,4,0,0,8,687,54.562,0,54.562,0
2447,SMG,0,0,0,0,0,0,0,0,11,0,0,22,32694,8520,1861,6294,365
2448,SMLP,0,0,0,0,0,0,0,0,2,0,0,4,4264.2,1571.484,1248.912,322.572,0
2449,SMP,0,0,0,0,0,0,0,0,11,1,0,23,19475.74,3380.467,2129.482,1250.985,0
2450,SMRT,0,0,0,0,0,0,0,0,9,3,1,21,11704.73,3003.973,1711.376,1166.457,126.14
2451,SMSI,0,0,0,0,0,0,0,0,7,0,0,14,5155,444,10,434,0
2452,SMT,0,0,0,0,0,0,0,0,4,0,0,8,3022,1406,1299,0,107
2453,SN,0,0,0,0,0,0,0,0,1,1,0,3,2372.03,345.415,272.325,73.09,0
2454,SNA,0,0,0,0,0,0,0,0,12,0,1,24,45939.09,19284.08,18070.79,1213.282,0
2455,SNAK,0,0,0,0,0,0,0,0,7,0,4,14,1638.98,417.329,0,417.329,0
2456,SNBC,0,0,0,0,0,0,0,0,12,0,0,24,8053,1382,673,706,3
2457,SNCR,0,0,0,0,0,0,0,0,9,0,2,18,10830,298,10,288,0
2458,SNH,0,0,0,0,0,0,0,0,13,1,0,24,9131.883,518.74,208.44,309.764,0.536
2459,SNHY,0,0,0,0,0,0,0,0,11,0,2,22,4594.2,207.345,20,187.345,0
2460,SNMX,0,0,0,0,0,0,0,0,11,0,0,22,4252.317,503.415,496.415,0,7
2461,SNPS,0,0,0,0,0,0,0,0,9,1,2,21,36100,3067,976,2091,0
2462,SNTA,0,0,0,0,0,0,0,0,8,0,0,16,3212,261,209,35,17
2463,SNV,0,0,0,0,0,0,0,0,12,0,1,24,36663.09,12290.158,2911.445,8528.172,850.541
2464,SNX,0,0,0,0,0,0,0,0,12,0,1,24,26747.01,2900.955,2275.332,399.123,226.5
2465,SO,0,0,0,0,0,0,0,0,12,0,1,24,143516,8557,549,7676,332
2466,SOFO,0,0,0,0,0,0,0,0,1,0,0,2,191.982,71.373,60.973,10.4,0
2467,SOHU,0,0,0,0,0,0,0,0,12,0,0,24,32649.73,21554.243,18095.027,3130.03,329.19
2468,SOL,0,0,0,0,0,0,0,0,8,0,3,16,9162,1372,605.5,766.5,0
2469,SON,0,0,0,0,0,0,0,0,12,3,3,27,50988,20903,14440,5556,907
2470,SONA,0,0,0,0,0,0,0,0,5,2,1,10,1481.5,122.21,46.11,72.5,3.6
2471,SONC,0,0,0,0,0,0,0,0,11,0,0,22,7388.153,2671.125,2396.875,274.25,0
2472,SONS,0,0,0,0,0,0,0,0,9,4,1,20,31332.44,5061.925,3315.905,1611.598,134.425
2473,SP,0,0,0,0,0,0,0,0,12,2,3,26,20254.805,10346.447,44,5900.932,4401.52
2474,SPA,0,0,0,0,0,0,0,0,6,0,2,12,2486,1960,1318,622,20
2475,SPAR,0,0,0,0,0,0,0,0,12,0,1,24,5039.977,2531.79,1884.431,447.481,199.878
2476,SPB,0,0,0,0,0,0,0,0,6,0,3,12,27300,5560,3300,1300,960
2477,SPG,0,0,0,0,0,0,0,0,12,0,1,24,36826.51,63480.15,5878.44,57549.71,52
2478,SPH,0,0,0,0,0,0,0,0,11,0,1,22,27549.64,10655.273,9841.065,791.5,22.71
2479,SPLK,0,0,0,0,0,0,0,0,3,0,0,6,4835.65,1991.185,1561.607,422.287,7.291
2480,SPN,0,0,0,0,0,0,0,0,12,0,0,24,26197.808,5617.084,4175.888,1441.195,0
2481,SPNC,0,0,0,0,0,0,0,0,12,0,3,24,4228.953,462.083,38.27,423.813,0
2482,SPPI,0,0,0,0,0,0,0,0,11,4,5,26,10049.6,3929.727,2894.206,1035.521,0
2483,SPR,0,0,0,0,0,0,0,0,7,2,1,16,33388.9,6623.8,1878.9,3572.6,1172.3
2484,SPRT,0,0,0,0,0,0,0,0,10,2,1,22,7757.757,355.068,215.237,131.908,7.923
2485,SPSC,0,0,0,0,0,0,0,0,4,0,1,10,1621.529,379.213,261.716,117.497,0
2486,SPTN,0,0,0,0,0,0,0,0,12,0,1,24,7618.03,5618.395,4246.027,1372.368,0
2487,SPWR,0,0,0,0,0,0,0,0,9,1,1,19,23063.78,12673.098,7313.314,3833.649,1526.13
2488,SQI,0,0,0,0,0,0,0,0,5,0,2,10,1563.35,421.874,0,419.874,2
2489,SQNM,0,0,0,0,0,0,0,0,9,2,2,19,11708.146,650.356,401.196,176.86,2
2490,SR,0,0,0,0,0,0,0,0,12,0,4,24,10489.34,3337.464,541.499,2732.167,63.798
2491,SRC,0,0,0,0,0,0,0,0,2,0,0,4,3140,764,760,0,4
2492,SRCE,0,0,0,0,0,0,0,0,14,0,3,24,6461.65,667.001,193.18,468.321,5.5
2493,SRCL,0,0,0,0,0,0,0,0,11,1,0,23,19137,2313,2297,0,16
2494,SRDX,0,0,0,0,0,0,0,0,12,5,6,29,5792.628,800.224,48.38,719.444,32.4
2495,SRE,0,0,0,0,0,0,0,0,11,0,1,24,107445.8,20075.3,8970,7035.3,608
2496,SREV,0,0,0,0,0,0,0,0,5,0,0,10,7131.39,1859.583,1846.583,0,13
2497,SRLP,0,0,0,0,0,0,0,0,2,0,1,4,4606,745,730,10,5
2498,SRNE,0,0,0,0,0,0,0,0,8,0,0,16,2487.06,0,0,0,0
2499,SRPT,0,0,0,0,0,0,0,0,12,1,0,24,4377.171,827.9,94,694.4,0
2500,SRT,0,0,0,0,0,0,0,0,10,0,0,20,3922.884,664.331,125.369,417.178,121.784
2501,SSD,0,0,0,0,0,0,0,0,11,1,6,23,23048,8430,7284,685,461
2502,SSI,0,0,0,0,0,0,0,0,10,1,0,23,13430.834,412.37,0,264.62,147.75
2503,SSNC,0,0,0,0,0,0,0,0,6,0,4,12,15845.91,5867.632,1465.496,4253.77,148.363
2504,SSP,0,0,0,0,0,0,0,0,12,0,3,24,18684,9005.997,5532.365,3473.632,0
2505,SSS,0,0,0,0,0,0,0,0,12,0,0,24,4969.136,2380.271,2212.387,167.884,0
2506,SSTK,0,0,0,0,0,0,0,0,2,0,2,4,2894,12.5,0,6.5,6
2507,SSW,0,0,0,0,0,0,0,0,9,0,5,18,5483.61,1513.3,1279.4,83.5,150.4
2508,SSYS,0,0,0,0,0,0,0,0,3,0,2,6,2552.804,2080.399,942.012,633.167,505.22
2509,ST,0,0,0,0,0,0,0,0,6,0,2,12,20579,6185,5873,287,25
2510,STAA,0,0,0,0,0,0,0,0,9,1,0,23,9178.325,380.132,66.07,238.062,76
2511,STAG,0,0,0,0,0,0,0,0,4,0,0,8,3258.892,1573.579,1476.819,0,96.76
2512,STAR,0,0,0,0,0,0,0,0,12,0,0,24,18563.81,8974.709,6662.508,2204.982,107.219
2513,STAY,0,0,0,0,0,0,0,0,2,0,1,4,5574.94,372.946,255.48,113.466,4
2514,STBA,0,0,0,0,0,0,0,0,11,1,0,23,8305.248,1338.866,467.016,732.5,139.35
2515,STBZ,0,0,0,0,0,0,0,0,5,0,0,10,2432.737,378.037,0,378.037,0
2516,STC,0,0,0,0,0,0,0,0,12,0,0,24,18076.66,2883.196,1751.355,1124.641,7.2
2517,STE,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
2518,STEM,0,0,0,0,0,0,0,0,10,0,1,19,3785.77,858.194,348.53,407.198,102.466
2519,STFC,0,0,0,0,0,0,0,0,12,0,0,24,15093.167,817.288,437.664,177.8,201.824
2520,STJ,0,0,0,0,0,0,0,0,12,0,1,24,63839,39179,37246,1316,617
2521,STKL,0,0,0,0,0,0,0,0,11,1,3,23,21516.05,6188.923,835.053,1412.105,3941.765
2522,STL,0,0,0,0,0,0,0,0,10,1,1,21,6080.075,2967.458,1475.303,956.8,535.355
2523,STLD,0,0,0,0,0,0,0,0,12,0,1,24,15022.4,1945.6,1554.7,163.7,227.2
2524,STLY,0,0,0,0,0,0,0,0,10,2,0,22,3863.987,461.801,351.876,59.225,50.7
2525,STM,0,0,0,0,0,0,0,0,10,0,4,20,59441.33,1297.468,271.519,878.613,147.336
2526,STMP,0,0,0,0,0,0,0,0,12,0,2,24,4742.072,233.054,193.67,18.384,21
2527,STN,0,0,0,0,0,0,0,0,7,0,0,20,10656.206,7140.559,6088.598,979.173,72.787
2528,STON,0,0,0,0,0,0,0,0,8,3,0,19,17469.1,13546.006,8882.124,4663.87,0
2529,STR,0,0,0,0,0,0,0,0,12,0,0,24,14961.188,1794.026,89.028,941.383,763.615
2530,STRA,0,0,0,0,0,0,0,0,12,0,0,24,6189.653,1508.677,1487.177,0,21.5
2531,STRL,0,0,0,0,0,0,0,0,9,1,3,19,7008.616,317.1,6.3,271.8,39
2532,STRM,0,0,0,0,0,0,0,0,1,2,0,3,2461,0,0,0,0
2533,STRS,0,0,0,0,0,0,0,0,11,0,0,22,2938.373,616.85,46.85,570,0
2534,STRT,0,0,0,0,0,0,0,0,10,0,0,22,2105.2,1184.8,1057,127.8,0
2535,STRZA,0,0,0,0,0,0,0,0,4,0,0,8,4910.388,1298.977,263.593,1035.384,0
2536,STWD,0,0,0,0,0,0,0,0,6,0,1,12,9629.024,3807.708,1704.028,14.173,2089.5
2537,STXS,0,0,0,0,0,0,0,0,7,0,0,14,3529.076,129.039,0,129.039,0
2538,STZ,0,0,0,0,0,0,0,0,11,1,2,23,54693.29,3630.657,2301.047,1064.271,265.339
2539,SUI,0,0,0,0,0,0,0,0,12,0,0,24,6093.155,803.849,0,803.849,0
2540,SUNS,0,0,0,0,0,0,0,0,4,0,0,8,1038,447.5,178.5,269,0
2541,SUP,0,0,0,0,0,0,0,0,9,1,4,21,11166.68,1956.505,1341.385,378.72,236.4
2542,SVBI,0,0,0,0,0,0,0,0,2,0,0,4,334.799,47.031,47.031,0,0
2543,SVU,0,0,0,0,0,0,0,0,12,0,0,24,39541,16558,669,15889,0
2544,SVVC,0,0,0,0,0,0,0,0,5,0,0,10,124.3,36.35,16.1,20.25,0
2545,SWC,0,0,0,0,0,0,0,0,9,2,0,22,9809.636,1372.101,865.246,500.555,6.3
2546,SWFT,0,0,0,0,0,0,0,0,5,0,2,10,8278.63,699.012,699.012,0,0
2547,SWHC,0,0,0,0,0,0,0,0,10,0,3,20,10708.708,1000.34,0,1000.34,0
2548,SWIR,0,0,0,0,0,0,0,0,9,0,1,18,9007.603,797.004,704.163,53.841,39
2549,SWKS,0,0,0,0,0,0,0,0,11,0,3,22,15613.93,886.1,633.55,207.25,45.3
2550,SWM,0,0,0,0,0,0,0,0,12,0,3,24,16819.4,1051.512,197.32,750.247,103.945
2551,SWN,0,0,0,0,0,0,0,0,11,1,2,23,14428.81,1240.321,602.45,623.405,14.466
2552,SWX,0,0,0,0,0,0,0,0,12,0,2,24,17148.16,3127.45,929.425,598.35,708
2553,SXC,0,0,0,0,0,0,0,0,4,0,1,8,5375.53,535.453,243.453,292,0
2554,SXI,0,0,0,0,0,0,0,0,13,0,5,26,18857,2069,200,1869,0
2555,SXL,0,0,0,0,0,0,0,0,12,0,0,24,14740,313,0,313,0
2556,SXT,0,0,0,0,0,0,0,0,11,1,1,23,29653.1,8081.9,7350.1,731.8,0
