"","customer_no","invoice_no","invoice_date","sku","sales_count","cash_not_ar","sales_return","unit_cost","sales_unit_price","sales_extended","collection_amount","collection_date","collection_no","shipper_date","shipper_no"
"674","c00008","i00675",2020-09-04,"JRVPC",12,0,0,27,81,972,972,2021-02-20,"r00937",2020-09-15,"s00672"
"675","c00010","i00671",2020-09-04,"ETKQW",16,0,0,35,105,1680,1680,2020-10-25,"r00649",2020-10-05,"s00727"
"676","c00005","i00678",2020-09-05,"GEXDT",14,0,0,34,68,952,952,2020-09-17,"r00558",2020-09-06,"s00650"
"677","c00003","i00679",2020-09-05,"SSBIT",15,0,0,27,27,405,405,2020-10-14,"r00627",2020-09-11,"s00663"
"678","c00004","i00677",2020-09-05,"WBOEC",17,0,0,42,42,714,714,2020-11-04,"r00679",2020-09-11,"s00664"
"679","c00007","i00676",2020-09-05,"TQLMI",21,0,0,36,108,2268,2268,2020-09-20,"r00564",2020-09-30,"s00711"
"680","c00008","i00682",2020-09-07,"QWBPM",10,1,0,36,36,360,360,2020-09-07,"r00525",2020-09-08,"s00658"
"681","c00006","i00681",2020-09-07,"TQLMI",16,0,0,35,105,1680,1680,2021-01-14,"r00862",2020-09-09,"s00661"
"682","c00008","i00680",2020-09-07,"ETKQW",11,1,0,30,90,990,990,2020-09-07,"r00524",2020-09-16,"s00677"
"683","c00004","i00683",2020-09-08,"SSBIT",16,0,0,24,72,1152,1152,2020-09-30,"r00590",2020-09-12,"s00666"
"684","c00004","i00685",2020-09-08,"ZUBSA",17,0,0,27,81,1377,1377,2020-11-05,"r00682",2020-09-14,"s00669"
"685","c00010","i00684",2020-09-08,"JRVPC",23,0,0,33,66,1518,1518,2021-02-23,"r00940",2020-09-24,"s00691"
"686","c00004","i00686",2020-09-10,"ZUBSA",11,0,0,36,108,1188,1188,2020-12-27,"r00818",2020-09-11,"s00665"
"687","c00007","i00687",2020-09-10,"ZUBSA",19,0,0,42,42,798,798,2020-10-20,"r00639",2020-09-17,"s00680"
"688","c00007","i00688",2020-09-11,"TQLMI",15,1,0,34,68,1020,1020,2020-09-11,"r00534",2020-09-15,"s00673"
"689","c00009","i00691",2020-09-12,"JRVPC",11,0,0,35,105,1155,1155,2020-11-20,"r00720",2020-09-15,"s00674"
"690","c00001","i00690",2020-09-12,"QWBPM",19,0,0,30,90,1710,1710,2021-01-21,"r00876",2020-09-15,"s00675"
"691","c00010","i00689",2020-09-12,"ZUBSA",16,0,0,27,27,432,432,2020-09-24,"r00575",2020-09-23,"s00690"
"692","c00003","i00692",2020-09-12,"JRVPC",15,0,0,36,36,540,540,2020-09-25,"r00578",2020-10-02,"s00715"
"693","c00009","i00693",2020-09-13,"SSBIT",16,0,0,24,72,1152,1152,2020-10-30,"r00666",2020-09-19,"s00681"
"694","c00005","i00697",2020-09-15,"GEXDT",14,1,0,42,42,588,588,2020-09-15,"r00548",2020-09-21,"s00683"
"695","c00004","i00696",2020-09-15,"JQWPP",10,1,0,36,108,1080,1080,2020-09-15,"r00547",2020-09-30,"s00712"
"697","c00001","i00695",2020-09-15,"ETKQW",18,1,0,27,81,1458,1458,2020-09-15,"r00546",2020-10-05,"s00728"
"698","c00008","i00698",2020-09-15,"SLNEL",20,1,0,34,68,1360,1360,2020-09-15,"r00549",2020-10-08,"s00733"
"699","c00007","i00700",2020-09-16,"GEXDT",9,0,0,30,90,810,810,2020-11-26,"r00740",2020-09-16,"s00678"
"700","c00005","i00702",2020-09-16,"WBOEC",12,0,0,36,36,432,432,2020-11-05,"r00683",2020-09-21,"s00684"
"701","c00006","i00699",2020-09-16,"ZUBSA",15,0,0,27,27,405,405,2020-12-11,"r00774",2020-10-01,"s00713"
"702","c00009","i00701",2020-09-16,"JRVPC",14,0,0,35,105,1470,1470,2020-09-27,"r00582",2020-10-10,"s00738"
"703","c00008","i00703",2020-09-17,"ETKQW",8,0,0,24,72,576,576,2021-01-30,"r00898",2020-09-26,"s00699"
"704","c00005","i00704",2020-09-17,"ETKQW",6,0,0,33,66,396,396,2020-10-26,"r00657",2020-10-23,"s00776"
"705","c00009","i00706",2020-09-18,"JQWPP",14,0,0,36,108,1512,1512,2020-10-02,"r00596",2020-09-24,"s00692"
"706","c00003","i00705",2020-09-18,"JQWPP",8,1,0,27,81,648,648,2020-09-18,"r00562",2020-09-26,"s00700"
"707","c00009","i00707",2020-09-19,"SSBIT",12,0,0,42,42,504,504,2020-10-02,"r00597",2020-09-24,"s00693"
"708","c00009","i00708",2020-09-19,"SSBIT",14,0,0,34,68,952,952,2020-09-29,"r00587",2020-09-25,"s00694"
"709","c00008","i00709",2020-09-19,"SSBIT",10,0,0,27,27,270,270,2020-11-23,"r00732",2020-09-27,"s00701"
"710","c00006","i00712",2020-09-20,"JRVPC",7,0,0,36,36,252,252,2020-12-28,"r00821",2020-09-22,"s00685"
"711","c00004","i00713",2020-09-20,"ZUBSA",8,0,0,24,72,576,576,2021-02-03,"r00912",2020-09-22,"s00686"
"712","c00007","i00710",2020-09-20,"QWBPM",18,0,0,30,90,1620,1620,2020-10-25,"r00650",2020-10-03,"s00718"
"713","c00006","i00711",2020-09-20,"WBOEC",11,0,0,35,105,1155,1155,2020-12-23,"r00806",2020-10-15,"s00753"
"714","c00006","i00714",2020-09-21,"GEXDT",20,0,1,33,66,1320,1320,2020-12-02,"r00757",2020-09-29,"s00708"
"715","c00003","i00716",2020-09-22,"SSBIT",10,0,0,36,108,1080,1080,2020-10-15,"r00630",2020-09-22,"s00687"
"716","c00009","i00715",2020-09-22,"ZUBSA",19,0,0,27,81,1539,1539,2020-11-03,"r00674",2020-09-25,"s00695"
"717","c00009","i00718",2020-09-22,"JQWPP",19,0,0,34,68,1292,1292,2020-11-21,"r00723",2020-09-25,"s00696"
"718","c00001","i00717",2020-09-22,"WBOEC",16,0,0,42,42,672,672,2021-02-22,"r00938",2020-09-29,"s00709"
"719","c00009","i00720",2020-09-23,"ZUBSA",14,1,0,30,90,1260,1260,2020-09-23,"r00571",2020-09-27,"s00702"
"720","c00005","i00719",2020-09-23,"JRVPC",13,0,0,27,27,351,351,2020-10-15,"r00631",2020-09-28,"s00705"
"721","c00006","i00721",2020-09-23,"ETKQW",19,1,0,35,105,1995,1995,2020-09-23,"r00572",2020-10-02,"s00716"
"722","c00007","i00722",2020-09-24,"TQLMI",19,0,0,36,36,684,684,2020-10-10,"r00615",2020-10-03,"s00719"
"723","c00008","i00724",2020-09-25,"WBOEC",12,0,0,33,66,792,792,2020-12-14,"r00783",2020-09-25,"s00697"
"724","c00009","i00723",2020-09-25,"SSBIT",17,0,0,24,72,1224,1224,2020-11-03,"r00675",2020-09-27,"s00703"
"725","c00003","i00725",2020-09-25,"ETKQW",14,1,0,27,81,1134,1134,2020-09-25,"r00579",2020-09-28,"s00706"
"726","c00007","i00726",2020-09-25,"WBOEC",15,0,0,36,108,1620,1620,2020-12-13,"r00780",2020-10-02,"s00717"
"727","c00005","i00727",2020-09-25,"GEXDT",12,0,0,42,42,504,504,2021-02-02,"r00907",2020-10-05,"s00729"
"728","c00010","i00728",2020-09-26,"ZUBSA",16,0,0,34,68,1088,1088,2021-02-02,"r00908",2020-10-26,"s00785"
"729","c00003","i00729",2020-09-27,"TQLMI",9,0,0,27,27,243,243,2020-11-02,"r00672",2020-09-28,"s00707"
"730","c00003","i00730",2020-09-27,"SLNEL",18,0,0,30,90,1620,1620,2020-10-27,"r00662",2020-09-29,"s00710"
"731","c00007","i00731",2020-09-28,"ETKQW",15,0,0,35,105,1575,1575,2020-11-03,"r00676",2020-10-19,"s00765"
"732","c00004","i00732",2020-09-28,"ETKQW",16,0,0,36,36,576,576,2020-11-24,"r00734",2020-10-26,"s00786"
"733","c00005","i00733",2020-09-29,"ZUBSA",19,1,0,24,72,1368,1368,2020-09-29,"r00588",2020-10-04,"s00722"
"734","c00008","i00734",2020-09-29,"ETKQW",16,1,0,33,66,1056,1056,2020-09-29,"r00589",2020-10-08,"s00734"
"736","c00009","i00735",2020-09-30,"ZUBSA",18,0,0,27,81,1458,1458,2020-11-07,"r00688",2020-10-09,"s00736"
"737","c00008","i00737",2020-10-01,"TQLMI",17,0,0,42,42,714,714,2020-12-11,"r00775",2020-10-01,"s00714"
"738","c00007","i00738",2020-10-01,"SLNEL",16,0,0,34,68,1088,1088,2021-04-25,"r00981",2020-10-04,"s00723"
"739","c00005","i00739",2020-10-02,"WBOEC",11,0,0,27,27,297,297,2020-10-21,"r00641",2020-10-03,"s00720"
"740","c00005","i00744",2020-10-03,"JRVPC",14,0,0,33,66,924,924,2020-12-14,"r00784",2020-10-04,"s00724"
"741","c00009","i00743",2020-10-03,"ZUBSA",15,1,0,24,72,1080,1080,2020-10-03,"r00600",2020-10-07,"s00732"
"742","c00003","i00747",2020-10-03,"ETKQW",11,0,0,42,42,462,462,2020-11-22,"r00728",2020-10-10,"s00739"
"743","c00009","i00742",2020-10-03,"JQWPP",14,1,0,36,36,504,504,2020-10-03,"r00599",2020-10-13,"s00745"
"744","c00007","i00745",2020-10-03,"ETKQW",15,0,0,27,81,1215,1215,2021-02-02,"r00909",2020-10-13,"s00746"
"745","c00008","i00741",2020-10-03,"GEXDT",19,0,0,35,105,1995,1995,2020-10-24,"r00644",2020-10-27,"s00791"
"746","c00009","i00746",2020-10-03,"ZUBSA",15,0,0,36,108,1620,1620,2020-11-24,"r00735",2020-10-30,"s00798"
"747","c00004","i00740",2020-10-03,"JQWPP",20,0,0,30,90,1800,1800,2020-12-30,"r00823",2020-11-01,"s00804"
"748","c00005","i00749",2020-10-04,"JQWPP",16,0,0,27,27,432,432,2021-02-03,"r00913",2020-10-04,"s00725"
"749","c00009","i00751",2020-10-04,"ETKQW",8,0,0,35,105,840,840,2020-12-19,"r00796",2020-10-12,"s00743"
"750","c00005","i00748",2020-10-04,"JRVPC",19,0,0,34,68,1292,1292,2021-02-18,"r00933",2020-10-14,"s00751"
"751","c00008","i00750",2020-10-04,"TQLMI",17,0,0,30,90,1530,1530,2020-10-26,"r00658",2020-10-31,"s00799"
"752","c00003","i00752",2020-10-05,"ETKQW",7,1,0,36,36,252,252,2020-10-05,"r00604",2020-11-17,"s00847"
"753","c00004","i00756",2020-10-06,"SLNEL",10,0,0,36,108,1080,1080,2020-11-14,"r00705",2020-10-06,"s00731"
"754","c00006","i00759",2020-10-06,"GEXDT",14,0,0,27,27,378,378,2020-10-22,"r00643",2020-10-08,"s00735"
"755","c00005","i00754",2020-10-06,"ETKQW",18,1,0,33,66,1188,1188,2020-10-06,"r00606",2020-10-10,"s00740"
"756","c00003","i00757",2020-10-06,"GEXDT",20,1,0,42,42,840,840,2020-10-06,"r00607",2020-10-11,"s00742"
"757","c00007","i00758",2020-10-06,"JQWPP",12,0,0,34,68,816,816,2020-10-25,"r00651",2020-10-15,"s00754"
"758","c00005","i00753",2020-10-06,"JQWPP",14,0,0,24,72,1008,1008,2020-11-08,"r00691",2020-10-15,"s00755"
"759","c00009","i00760",2020-10-06,"JQWPP",10,0,0,30,90,900,900,2020-10-24,"r00645",2020-10-16,"s00757"
"760","c00009","i00761",2020-10-06,"GEXDT",14,0,0,35,105,1470,1470,2020-11-02,"r00673",2020-10-18,"s00762"
"761","c00008","i00755",2020-10-06,"JRVPC",14,0,0,27,81,1134,1134,2021-02-04,"r00915",2020-10-28,"s00793"
"762","c00007","i00764",2020-10-07,"ZUBSA",18,1,0,33,66,1188,1188,2020-10-07,"r00609",2020-10-09,"s00737"
"763","c00005","i00763",2020-10-07,"JQWPP",16,0,0,24,72,1152,1152,2020-11-18,"r00715",2020-10-13,"s00747"
"764","c00005","i00766",2020-10-07,"JRVPC",12,0,0,36,108,1296,1296,2020-12-12,"r00778",2020-10-13,"s00748"
"765","c00009","i00765",2020-10-07,"JQWPP",18,0,0,27,81,1458,1458,2020-11-26,"r00741",2020-10-19,"s00766"
"766","c00004","i00767",2020-10-07,"TQLMI",20,0,0,42,42,840,840,2020-11-05,"r00684",2020-10-20,"s00767"
"767","c00008","i00762",2020-10-07,"GEXDT",19,0,0,36,36,684,684,2020-11-28,"r00747",2020-10-21,"s00769"
"768","c00007","i00768",2020-10-08,"ETKQW",13,0,0,34,68,884,884,2020-12-21,"r00803",2020-10-15,"s00756"
"769","c00005","i00769",2020-10-08,"ETKQW",18,0,1,27,27,486,486,2021-08-11,"r00998",2020-10-23,"s00777"
"770","c00009","i00770",2020-10-08,"SLNEL",7,0,0,30,90,630,630,2021-06-22,"r00994",2020-10-31,"s00800"
"771","c00003","i00771",2020-10-09,"JRVPC",19,1,0,35,105,1995,1995,2020-10-09,"r00612",2020-10-13,"s00749"
"774","c00009","i00774",2020-10-09,"ETKQW",14,0,0,33,66,924,924,2021-04-12,"r00977",2020-10-25,"s00780"
"775","c00010","i00779",2020-10-10,"JRVPC",10,0,0,27,27,270,270,2021-01-10,"r00851",2020-10-10,"s00741"
"776","c00008","i00776",2020-10-10,"TQLMI",14,0,1,36,108,1512,1512,2020-10-25,"r00652",2020-10-12,"s00744"
"777","c00004","i00778",2020-10-10,"WBOEC",9,0,0,34,68,612,612,2021-01-07,"r00841",2020-10-13,"s00750"
"778","c00004","i00775",2020-10-10,"SLNEL",15,0,0,27,81,1215,1215,2021-05-16,"r00988",2020-10-16,"s00758"
"779","c00005","i00777",2020-10-10,"TQLMI",18,0,0,42,42,756,756,2021-01-20,"r00872",2020-10-24,"s00779"
"780","c00006","i00781",2020-10-11,"ZUBSA",13,0,0,35,105,1365,1365,2020-11-26,"r00742",2020-10-20,"s00768"
"781","c00010","i00780",2020-10-11,"GEXDT",17,0,0,30,90,1530,1530,2020-11-19,"r00718",2020-11-17,"s00848"
"782","c00009","i00783",2020-10-12,"JQWPP",7,1,0,24,72,504,504,2020-10-12,"r00621",2020-10-16,"s00759"
"783","c00005","i00782",2020-10-12,"ZUBSA",15,0,0,36,36,540,540,2020-11-11,"r00699",2020-10-26,"s00787"
"784","c00005","i00784",2020-10-13,"WBOEC",27,1,0,33,66,1782,1782,2020-10-13,"r00624",2020-10-21,"s00770"
"785","c00006","i00785",2020-10-14,"TQLMI",12,1,0,27,81,972,972,2020-10-14,"r00628",2020-10-18,"s00763"
"786","c00004","i00787",2020-10-16,"TQLMI",9,0,0,42,42,378,378,2020-12-13,"r00781",2020-10-25,"s00781"
"787","c00009","i00786",2020-10-16,"JRVPC",18,0,0,36,108,1944,1944,2021-03-03,"r00951",2020-11-05,"s00816"
"788","c00007","i00788",2020-10-17,"GEXDT",13,1,0,34,68,884,884,2020-10-17,"r00634",2020-10-18,"s00764"
"789","c00007","i00792",2020-10-17,"ZUBSA",19,0,0,36,36,684,684,2020-12-22,"r00805",2020-10-21,"s00771"
"790","c00004","i00791",2020-10-17,"JRVPC",27,0,0,35,105,2835,2835,2020-11-03,"r00677",2020-10-26,"s00788"
"791","c00008","i00789",2020-10-17,"JQWPP",15,0,0,27,27,405,405,2021-03-12,"r00958",2020-10-26,"s00789"
"792","c00003","i00790",2020-10-17,"JQWPP",13,0,0,30,90,1170,1170,2021-01-18,"r00867",2020-11-01,"s00805"
"793","c00006","i00795",2020-10-18,"WBOEC",19,0,0,27,81,1539,1539,2021-03-01,"r00947",2020-10-25,"s00782"
"794","c00003","i00797",2020-10-18,"ZUBSA",28,0,0,42,42,1176,1176,2021-03-20,"r00967",2020-10-27,"s00792"
"795","c00007","i00794",2020-10-18,"JQWPP",15,0,0,33,66,990,990,2020-12-23,"r00807",2020-10-28,"s00794"
"796","c00005","i00796",2020-10-18,"JRVPC",16,0,0,36,108,1728,1728,2020-11-03,"r00678",2020-11-02,"s00809"
"797","c00007","i00793",2020-10-18,"GEXDT",19,0,0,24,72,1368,1368,2020-12-04,"r00762",2020-11-03,"s00813"
"798","c00008","i00798",2020-10-19,"QWBPM",14,0,0,34,68,952,952,2021-04-03,"r00973",2020-10-21,"s00772"
"799","c00005","i00802",2020-10-19,"WBOEC",15,0,0,36,36,540,540,2021-02-03,"r00914",2020-10-22,"s00775"
"800","c00005","i00801",2020-10-19,"ETKQW",14,0,0,35,105,1470,1470,2021-03-29,"r00970",2020-11-01,"s00806"
"801","c00005","i00799",2020-10-19,"SSBIT",8,0,1,27,27,216,216,2020-11-28,"r00748",2020-11-12,"s00834"
"802","c00009","i00800",2020-10-19,"GEXDT",6,1,0,30,90,540,540,2020-10-19,"r00638",2020-11-20,"s00858"
"803","c00008","i00803",2020-10-20,"ZUBSA",13,0,0,24,72,936,936,2021-01-18,"r00868",2020-10-21,"s00773"
"804","c00009","i00804",2020-10-20,"ZUBSA",16,0,0,33,66,1056,1056,2020-12-09,"r00770",2020-10-25,"s00783"
"805","c00007","i00805",2020-10-21,"SLNEL",11,0,0,27,81,891,891,2021-01-21,"r00877",2020-10-25,"s00784"
"806","c00005","i00808",2020-10-21,"GEXDT",10,0,0,34,68,680,680,2021-01-02,"r00835",2020-10-28,"s00795"
"807","c00007","i00806",2020-10-21,"ETKQW",16,0,0,36,108,1728,1728,2020-11-20,"r00721",2020-11-08,"s00828"
"808","c00007","i00807",2020-10-21,"WBOEC",23,0,0,42,42,966,966,2021-01-18,"r00869",2020-11-08,"s00829"
"809","c00004","i00809",2020-10-22,"SSBIT",17,0,0,27,27,459,459,2021-01-23,"r00887",2020-11-07,"s00824"
"810","c00005","i00810",2020-10-23,"QWBPM",14,0,0,30,90,1260,1260,2020-12-31,"r00830",2020-10-23,"s00778"
"811","c00009","i00811",2020-10-23,"QWBPM",18,0,0,35,105,1890,1890,2020-12-01,"r00754",2020-11-02,"s00810"
"812","c00007","i00813",2020-10-24,"SSBIT",16,1,0,24,72,1152,1152,2020-10-24,"r00646",2020-11-02,"s00811"
"813","c00004","i00812",2020-10-24,"SLNEL",21,0,0,36,36,756,756,2021-01-09,"r00847",2020-11-05,"s00817"
"814","c00007","i00814",2020-10-24,"SLNEL",18,0,0,33,66,1188,1188,2021-01-08,"r00843",2020-11-08,"s00830"
"815","c00008","i00815",2020-10-25,"GEXDT",15,0,0,27,81,1215,1215,2021-02-10,"r00924",2020-10-26,"s00790"
"816","c00009","i00816",2020-10-25,"JQWPP",12,1,0,36,108,1296,1296,2020-10-25,"r00653",2020-10-31,"s00801"
"817","c00004","i00819",2020-10-26,"JQWPP",16,1,1,27,27,432,432,2020-10-26,"r00660",2020-10-31,"s00802"
"818","c00005","i00817",2020-10-26,"SSBIT",16,1,0,42,42,672,672,2020-10-26,"r00659",2020-11-09,"s00831"
"819","c00004","i00818",2020-10-26,"SSBIT",9,0,0,34,68,612,612,2020-12-20,"r00800",2020-11-22,"s00862"
"820","c00007","i00822",2020-10-27,"ETKQW",13,0,0,36,36,468,468,2020-12-23,"r00808",2020-11-03,"s00814"
"821","c00003","i00821",2020-10-27,"SLNEL",16,0,0,35,105,1680,1680,2021-02-05,"r00918",2020-11-04,"s00815"
"822","c00005","i00820",2020-10-27,"JQWPP",15,0,0,30,90,1350,1350,2020-12-25,"r00812",2020-11-05,"s00818"
"823","c00003","i00824",2020-10-28,"ETKQW",17,0,0,33,66,1122,1122,2021-08-23,"r00999",2020-10-28,"s00796"
"824","c00003","i00823",2020-10-28,"ETKQW",20,0,0,24,72,1440,1440,2020-12-04,"r00763",2020-11-01,"s00807"
"826","c00004","i00825",2020-10-29,"QWBPM",16,0,0,27,81,1296,1296,2021-02-22,"r00939",2020-11-06,"s00823"
"827","c00003","i00826",2020-10-29,"SSBIT",21,0,0,36,108,2268,2268,2020-11-21,"r00724",2020-11-28,"s00877"
"828","c00003","i00831",2020-10-30,"GEXDT",10,0,0,35,105,1050,1050,2021-01-02,"r00836",2020-10-31,"s00803"
"829","c00007","i00829",2020-10-30,"ZUBSA",18,0,0,27,27,486,486,2020-12-01,"r00755",2020-11-05,"s00819"
"830","c00005","i00832",2020-10-30,"JRVPC",14,0,0,36,36,504,504,2021-01-15,"r00863",2020-11-07,"s00825"
"831","c00009","i00828",2020-10-30,"ZUBSA",18,0,0,34,68,1224,1224,2021-02-24,"r00941",2020-11-11,"s00832"
"832","c00006","i00830",2020-10-30,"TQLMI",18,0,0,30,90,1620,1620,2020-12-10,"r00773",2020-11-14,"s00840"
"833","c00008","i00833",2020-10-31,"SLNEL",9,1,0,24,72,648,648,2020-10-31,"r00668",2020-11-02,"s00812"
"834","c00005","i00834",2020-10-31,"QWBPM",22,1,1,33,66,1452,1452,2020-10-31,"r00669",2020-11-13,"s00838"
"835","c00010","i00835",2020-11-01,"SLNEL",18,0,0,27,81,1458,1458,2020-11-10,"r00698",2020-11-01,"s00808"
"836","c00009","i00836",2020-11-02,"JQWPP",13,0,0,36,108,1404,1404,2020-12-30,"r00824",2020-11-12,"s00835"
"837","c00004","i00837",2020-11-02,"GEXDT",16,0,0,42,42,672,672,2020-11-16,"r00708",2020-11-14,"s00841"
"838","c00010","i00838",2020-11-03,"SSBIT",18,0,0,34,68,1224,1224,2020-11-19,"r00719",2020-11-05,"s00820"
"840","c00007","i00840",2020-11-04,"TQLMI",17,1,0,30,90,1530,1530,2020-11-04,"r00681",2020-11-05,"s00822"
"841","c00005","i00841",2020-11-05,"ETKQW",9,1,0,35,105,945,945,2020-11-05,"r00685",2020-11-12,"s00836"
"842","c00005","i00843",2020-11-05,"QWBPM",21,1,0,24,72,1512,1512,2020-11-05,"r00686",2020-11-16,"s00844"
"843","c00009","i00842",2020-11-05,"GEXDT",7,0,0,36,36,252,252,2021-01-01,"r00833",2020-11-24,"s00866"
"845","c00006","i00845",2020-11-06,"ZUBSA",7,0,0,27,81,567,567,2020-11-28,"r00749",2020-11-26,"s00875"
"846","c00006","i00847",2020-11-07,"JQWPP",10,0,1,42,42,420,420,2020-11-25,"r00738",2020-11-07,"s00826"
"847","c00004","i00846",2020-11-07,"JQWPP",13,0,0,36,108,1404,1404,2021-01-10,"r00852",2020-11-07,"s00827"
"848","c00010","i00849",2020-11-08,"WBOEC",18,1,0,27,27,486,486,2020-11-08,"r00692",2020-11-16,"s00845"
"849","c00005","i00848",2020-11-08,"WBOEC",18,0,0,34,68,1224,1224,2020-11-27,"r00745",2020-11-19,"s00854"
"850","c00004","i00851",2020-11-09,"SLNEL",14,0,0,35,105,1470,1470,2020-12-11,"r00776",2020-11-11,"s00833"
"851","c00010","i00850",2020-11-09,"SSBIT",19,0,0,30,90,1710,1710,2020-12-09,"r00771",2020-11-19,"s00855"
"852","c00003","i00852",2020-11-10,"TQLMI",14,0,0,36,36,504,504,2021-01-27,"r00892",2020-11-14,"s00842"
"853","c00009","i00853",2020-11-10,"QWBPM",17,0,0,24,72,1224,1224,2020-11-25,"r00739",2020-11-25,"s00868"
"854","c00003","i00854",2020-11-10,"SLNEL",10,0,0,33,66,660,660,2021-03-11,"r00957",2020-11-30,"s00883"
"855","c00001","i00855",2020-11-11,"SLNEL",14,0,0,27,81,1134,1134,2020-12-12,"r00779",2020-11-30,"s00884"
"856","c00010","i00856",2020-11-12,"SLNEL",19,0,0,36,108,2052,2052,2020-12-31,"r00831",2020-11-12,"s00837"
"857","c00004","i00859",2020-11-13,"TQLMI",13,0,0,27,27,351,351,2021-05-15,"r00987",2020-11-15,"s00843"
"858","c00010","i00857",2020-11-13,"ETKQW",16,0,0,42,42,672,672,2021-01-10,"r00853",2020-11-17,"s00849"
"859","c00004","i00858",2020-11-13,"TQLMI",13,0,0,34,68,884,884,2020-12-27,"r00819",2020-12-06,"s00897"
"860","c00002","i00861",2020-11-14,"SLNEL",10,0,0,35,105,1050,1050,2020-12-07,"r00767",2020-11-16,"s00846"
"861","c00005","i00860",2020-11-14,"GEXDT",15,0,0,30,90,1350,1350,2020-11-20,"r00722",2020-11-17,"s00850"
"862","c00006","i00863",2020-11-15,"JQWPP",13,0,0,24,72,936,936,2021-02-01,"r00902",2020-11-26,"s00876"
"863","c00010","i00862",2020-11-15,"ZUBSA",16,0,0,36,36,576,576,2021-03-12,"r00959",2020-11-29,"s00879"
"864","c00008","i00864",2020-11-15,"ZUBSA",14,0,0,33,66,924,924,2020-12-14,"r00785",2020-12-09,"s00906"
"865","c00004","i00867",2020-11-16,"SLNEL",11,1,0,42,42,462,462,2020-11-16,"r00710",2020-11-18,"s00851"
"866","c00004","i00866",2020-11-16,"GEXDT",17,0,0,36,108,1836,1836,2021-02-28,"r00944",2020-11-21,"s00861"
"867","c00010","i00865",2020-11-16,"JRVPC",15,1,0,27,81,1215,1215,2020-11-16,"r00709",2020-11-23,"s00864"
"868","c00009","i00868",2020-11-16,"SLNEL",10,0,0,34,68,680,680,2020-11-26,"r00743",2020-11-23,"s00865"
"869","c00005","i00869",2020-11-16,"GEXDT",14,1,0,27,27,378,378,2020-11-16,"r00711",2020-12-03,"s00891"
"870","c00005","i00871",2020-11-17,"TQLMI",17,0,0,35,105,1785,1785,2020-12-16,"r00791",2020-11-18,"s00852"
"871","c00004","i00872",2020-11-17,"TQLMI",17,0,0,36,36,612,612,2021-02-17,"r00932",2020-11-19,"s00856"
"872","c00010","i00870",2020-11-17,"ZUBSA",27,0,0,30,90,2430,2430,2021-03-01,"r00948",2020-11-19,"s00857"
"873","c00009","i00873",2020-11-18,"JQWPP",18,0,0,24,72,1296,1296,2020-11-26,"r00744",2020-11-18,"s00853"
"874","c00004","i00874",2020-11-18,"WBOEC",10,1,0,33,66,660,660,2020-11-18,"r00716",2020-11-20,"s00859"
"875","c00003","i00875",2020-11-18,"TQLMI",15,0,0,27,81,1215,1215,2021-01-02,"r00837",2020-12-05,"s00896"
"876","c00009","i00877",2020-11-19,"SLNEL",13,0,0,42,42,546,546,2020-12-01,"r00756",2020-11-20,"s00860"
"877","c00008","i00876",2020-11-19,"SSBIT",20,0,0,36,108,2160,2160,2020-12-24,"r00810",2020-12-01,"s00887"
"878","c00008","i00878",2020-11-20,"WBOEC",23,0,0,34,68,1564,1564,2020-12-19,"r00797",2020-12-07,"s00901"
"879","c00009","i00881",2020-11-21,"TQLMI",19,1,0,35,105,1995,1995,2020-11-21,"r00725",2020-11-22,"s00863"
"880","c00007","i00879",2020-11-21,"SLNEL",14,0,0,27,27,378,378,2021-01-09,"r00848",2020-12-06,"s00898"
"881","c00009","i00880",2020-11-21,"GEXDT",14,0,0,30,90,1260,1260,2021-01-20,"r00873",2020-12-24,"s00949"
"882","c00003","i00888",2020-11-22,"ETKQW",13,1,0,34,68,884,884,2020-11-22,"r00731",2020-11-25,"s00869"
"883","c00007","i00884",2020-11-22,"TQLMI",15,0,0,33,66,990,990,2020-12-25,"r00813",2020-11-25,"s00870"
"884","c00009","i00883",2020-11-22,"ZUBSA",15,0,0,24,72,1080,1080,2021-01-29,"r00895",2020-11-25,"s00871"
"885","c00004","i00886",2020-11-22,"TQLMI",25,1,0,36,108,2700,2700,2020-11-22,"r00730",2020-11-29,"s00880"
"886","c00007","i00882",2020-11-22,"GEXDT",9,1,0,36,36,324,324,2020-11-22,"r00729",2020-11-30,"s00885"
"887","c00007","i00885",2020-11-22,"SLNEL",12,0,0,27,81,972,972,2020-12-06,"r00764",2020-12-04,"s00894"
"888","c00006","i00887",2020-11-22,"JQWPP",14,0,0,42,42,588,588,2021-01-22,"r00880",2020-12-07,"s00902"
"889","c00004","i00890",2020-11-23,"QWBPM",14,0,0,30,90,1260,1260,2020-12-11,"r00777",2020-11-25,"s00872"
"890","c00004","i00889",2020-11-23,"ETKQW",14,0,0,27,27,378,378,2021-03-07,"r00955",2020-11-25,"s00873"
"891","c00009","i00892",2020-11-24,"JRVPC",18,0,0,36,36,648,648,2020-12-07,"r00768",2020-11-24,"s00867"
"892","c00005","i00891",2020-11-24,"SLNEL",14,1,0,35,105,1470,1470,2020-11-24,"r00736",2020-11-25,"s00874"
"893","c00007","i00894",2020-11-25,"WBOEC",14,0,0,33,66,924,924,2021-01-06,"r00840",2020-12-11,"s00911"
